mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0018084526062011718,0.0004613706765797973,0.00046472549438476564,8.372836873454443e-05,1.0,l1,"{'C': 1, 'penalty': 'l1'}",0.503125,0.5007824726134585,0.5054773082942097,0.5023474178403756,0.4757433489827856,0.4974951095461659,0.01098090982296392,8
0.0011439800262451171,9.914927213468483e-05,0.000353240966796875,1.926599154505313e-05,1.0,l2,"{'C': 1, 'penalty': 'l2'}",0.503125,0.5023474178403756,0.5117370892018779,0.5086071987480438,0.4788732394366197,0.5009379890453834,0.011567713891643282,3
0.0012753009796142578,5.5900895417283434e-05,0.0003226757049560547,4.454281863463114e-06,0.5,l1,"{'C': 0.5, 'penalty': 'l1'}",0.5078125,0.49608763693270735,0.5101721439749609,0.5007824726134585,0.47104851330203446,0.49718065336463224,0.013991937122708496,9
0.001065540313720703,4.475959435299743e-05,0.0003525257110595703,3.698504662545406e-05,0.5,l2,"{'C': 0.5, 'penalty': 'l2'}",0.503125,0.5023474178403756,0.5117370892018779,0.5086071987480438,0.4788732394366197,0.5009379890453834,0.011567713891643282,3
0.0011882305145263672,0.00012326101269110438,0.00033516883850097655,1.4031009341660637e-05,0.1,l1,"{'C': 0.1, 'penalty': 'l1'}",0.4921875,0.49921752738654146,0.49765258215962443,0.5101721439749609,0.47417840375586856,0.4946816314553991,0.011797965213708673,10
0.0010821819305419922,3.871847255422555e-05,0.0003405570983886719,6.533887150940185e-06,0.1,l2,"{'C': 0.1, 'penalty': 'l2'}",0.503125,0.5023474178403756,0.5101721439749609,0.5086071987480438,0.4788732394366197,0.5006250000000001,0.01128910329260368,5
0.0007402420043945313,1.5110848415198641e-05,0.0003170490264892578,2.3765441502336717e-06,0.01,l1,"{'C': 0.01, 'penalty': 'l1'}",0.5015625,0.5007824726134585,0.5023474178403756,0.5023474178403756,0.5023474178403756,0.501877445226917,0.0006262233295534773,1
0.001024341583251953,5.033164720137572e-05,0.0003246307373046875,1.1079257756040485e-05,0.01,l2,"{'C': 0.01, 'penalty': 'l2'}",0.503125,0.5023474178403756,0.5054773082942097,0.5023474178403756,0.4788732394366197,0.4984340766823161,0.009847504302131754,7
0.0007252216339111329,1.8180194431614308e-05,0.0003127574920654297,3.256487098496222e-06,0.001,l1,"{'C': 0.001, 'penalty': 'l1'}",0.5015625,0.5007824726134585,0.5023474178403756,0.5023474178403756,0.5023474178403756,0.501877445226917,0.0006262233295534773,1
0.0010365962982177735,3.722641766324593e-05,0.000324249267578125,1.176638563779821e-05,0.001,l2,"{'C': 0.001, 'penalty': 'l2'}",0.503125,0.49921752738654146,0.5086071987480438,0.5039123630672926,0.4788732394366197,0.49874706572769945,0.010375539830758987,6
